ID,TI,DO,UR,PY
735,Correlates of illness behaviour related to orofacial infections of odontogenic origin among adults in a semi urban community in Nigeria,10.4314/gmj.v53i4.7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078115926&doi=10.4314%2fgmj.v53i4.7&partnerID=40&md5=b03ef5592f09085cc69ae262e329cd16,2019
736,Management outcome of thyroglossal cyst in a tertiary health center in southwest Nigeria,10.11604/pamj.2019.34.154.18765,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076885024&doi=10.11604%2fpamj.2019.34.154.18765&partnerID=40&md5=dd4b32b4d1fccce9cbc854a15967259f,2019
737,Concordance between clinical and histopathologic diagnosis and an audit of oral histopathology service at a Nigerian tertiary hospital,10.11604/pamj.2019.34.100.19388,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075372204&doi=10.11604%2fpamj.2019.34.100.19388&partnerID=40&md5=28f5d1d828cb1c26c975e00090b1b1cf,2019
738,A conceptual framework to guide public oral health planning in limpopo province,10.4102/hsag.v24i0.1109,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075257840&doi=10.4102%2fhsag.v24i0.1109&partnerID=40&md5=6172484b36f8e1a854ff84970ef509bc,2019
739,"Caregivers’ perceptions of the oral-health-related quality of life of children with special needs in johannesburg, south africa",10.4102/hsag.v24i0.1056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075248372&doi=10.4102%2fhsag.v24i0.1056&partnerID=40&md5=33e0f68147d6e20f44969d93b58fff38,2019
740,A health education video in an indigenous Nigerian language to dispel misconceptions associated with reversal of eruption sequence of anterior teeth,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074320246&partnerID=40&md5=75a0810b9998d44d3f4418763db5b04a,2019
741,Dentine hypersensitivity and associated factors: A Nigerian cross-sectional study,10.11604/pamj.2019.33.272.18056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073431032&doi=10.11604%2fpamj.2019.33.272.18056&partnerID=40&md5=fcc78b72f3facee9e464e7bc129974ed,2019
742,Factors Influencing differences between patient’s self-perceived oral care needs and clinical findings in a Nigerian population,10.19070/2377-8075-190000135,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072199011&doi=10.19070%2f2377-8075-190000135&partnerID=40&md5=030f783ed31f1fdaae7cc889a11d105e,2019
743,"Population-Based Estimation of Dental Caries and Periodontal Disease Rates of Gravid and Recently Postpartum Women in Lilongwe, Malawi",10.1055/s-0039-1695003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072198774&doi=10.1055%2fs-0039-1695003&partnerID=40&md5=f7650799dbcce891cee97124bba4e885,2019
744,Systematic review of factors influencing oral health-related quality of life in children in Africa,10.4102/phcfm.v11i1.1943,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070854869&doi=10.4102%2fphcfm.v11i1.1943&partnerID=40&md5=eccafcb7512125c7bb0928b27ca1cf85,2019
745,"Bacterial etiology and risk factors of periodontal diseases in enugu metropolis, south east nigeria",10.5580/IJMB.54104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070777592&doi=10.5580%2fIJMB.54104&partnerID=40&md5=67dc3b0bc9ff224e040dbeda3c6241b6,2019
746,A multi-centre evaluation of malignant odontogenic tumours in Nigeria,10.11604/pamj.2019.33.18.16179,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069997305&doi=10.11604%2fpamj.2019.33.18.16179&partnerID=40&md5=ac30d5fbef42fb1156b5a1ceb75d1547,2019
747,Social predictors of oral hygiene status in school children from suburban Nigeria,10.1590/1807-3107BOR-2019.VOL33.0022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069268224&doi=10.1590%2f1807-3107BOR-2019.VOL33.0022&partnerID=40&md5=5e439b2a49ce67b8b2696f9cd8155270,2019
748,"Behavioural and sociodemographic determinants of oral health-related quality of life among adolescents in Zanzibar, Tanzania",10.3290/j.ohpd.a42664,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068412375&doi=10.3290%2fj.ohpd.a42664&partnerID=40&md5=707471d6dc61b940783cf7b5d41af7fd,2019
749,Salivary Fluoride retention: A comparative analysis between fluoride containing chewing sticks and a non herbal fluoridated toothpaste,10.5005/jp-journals-10024-2524,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068142806&doi=10.5005%2fjp-journals-10024-2524&partnerID=40&md5=f997148f2ee1285027c80a4c3e06cc5d,2019
750,Oral health disease and library service delivery among library staff of the universities in Nigeria.,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066079282&partnerID=40&md5=53929bd5a9766396661de8cafa6f23ff,2019
751,Evaluating dentine hypersensitivity severity in Nigerians using cumulative hypersensitivity index,10.19070/2377-8075-19000132,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066017165&doi=10.19070%2f2377-8075-19000132&partnerID=40&md5=0832f190b58dcf6c700227ab355c882b,2019
752,Human papillomavirus detection in head and neck squamous cell carcinomas at a tertiary hospital in Sub-Saharan Africa,10.1155/2019/2561530,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065638226&doi=10.1155%2f2019%2f2561530&partnerID=40&md5=789608c3d6537d0934da67cc6f4f3374,2019
753,"Oral Health Status and Treatment Needs of Pregnant Women Attending Antenatal Clinics in KwaZulu-Natal, South Africa",10.1155/2019/5475973,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063216579&doi=10.1155%2f2019%2f5475973&partnerID=40&md5=b566665aac49841b557ef95f0115c52a,2019
754,Epidemiologic analysis of dental cellulitis in Kinshasa city (the Democratic Republic of the Congo),10.1051/mbcb/2018038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062770054&doi=10.1051%2fmbcb%2f2018038&partnerID=40&md5=372a971d18905302dc78ff0acbdc397f,2019
755,Satisfaction with dental appearance and personality traitsamong a population of Nigerian dental patients,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061049148&partnerID=40&md5=844ec558bb0eb806342bcd5e865234ff,2019
756,Impact of Removable Partial Dental Prostheses on the Oral Health-Related Quality of Life of a South African Cohort with Varied Distributions of Missing Posterior Teeth,10.1111/jopr.12692,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060184955&doi=10.1111%2fjopr.12692&partnerID=40&md5=e80934206e0f2a08c3ebafaea883a355,2019
757,Descriptive epidemiology of salivary gland neoplasms in Nigeria: An AOPRC multicenter tertiary hospital study,10.1111/odi.12956,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052932855&doi=10.1111%2fodi.12956&partnerID=40&md5=e6648856e102cc43a68cee287134b93f,2019
758,Maxillofacial injuries due to motorcycle accidents from suburban Nigeria,10.1016/j.ajoms.2022.07.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136117851&doi=10.1016%2fj.ajoms.2022.07.014&partnerID=40&md5=de653d3c81ba90186bc2df8e9a2961c4,2023
759,"Risk indicators for dental caries, and gingivitis among 6–11-year-old children in Nigeria: a household-based survey",10.1186/s12903-022-02470-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141134247&doi=10.1186%2fs12903-022-02470-1&partnerID=40&md5=472d0ac3ae9c42bd34e96bb490d9797f,2022
760,Developing an Oral Hygiene Education Song for Children and Teenagers in Nigeria,10.1016/j.identj.2022.06.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141116742&doi=10.1016%2fj.identj.2022.06.008&partnerID=40&md5=099546d922dbe3cc74793d4eb7dcbcf3,2022
761,An assessment of dental age in a select South African sample using the Willems scoring systems,10.1016/j.fsir.2022.100296,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140478407&doi=10.1016%2fj.fsir.2022.100296&partnerID=40&md5=f6688e08aa14b4cdc7ff35564dc9c857,2022
762,"Age-specific associations with dental caries in HIV-infected, exposed but uninfected and HIV-unexposed uninfected children in Nigeria",10.1186/s12903-022-02421-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138987915&doi=10.1186%2fs12903-022-02421-w&partnerID=40&md5=3433bcec9965a7ba170b3e1515cbedab,2022
763,"Oral cleaning habits and the copy number of periodontal bacteria in pregnant women and its correlation with birth outcomes: an epidemiological study in Mibilizi, Rwanda",10.1186/s12903-022-02443-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138656972&doi=10.1186%2fs12903-022-02443-4&partnerID=40&md5=a6b2657c2ed116955418660111ce93f7,2022
764,"Periodontal status of students living with disability in Amhara region, Ethiopia: a cross-sectional study",10.1186/s12903-022-02377-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135804892&doi=10.1186%2fs12903-022-02377-x&partnerID=40&md5=6520a4be73ea9dbccaa87cb809d90bf8,2022
765,Comparison of measured and predicted mesiodistal tooth-widths of 13–17 years old Kenyans: a descriptive cross-sectional study to develop a new prediction equation for use in the mixed dentition in a Kenyan population,10.1186/s12903-022-02368-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135731994&doi=10.1186%2fs12903-022-02368-y&partnerID=40&md5=7b4577917832f402e2f8724fb3e49633,2022
766,Unmet need in Sierra Leone: a national oral health survey of schoolchildren,10.1038/s41405-022-00107-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131896490&doi=10.1038%2fs41405-022-00107-7&partnerID=40&md5=0cac6a2b7d3845edf5cb0af71831e06e,2022
767,"Prevalence, correlates and treatment needs of dental caries among people on antiretroviral therapy in Uganda: a cross sectional study",10.1186/s12903-022-02256-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131838119&doi=10.1186%2fs12903-022-02256-5&partnerID=40&md5=6131e09909baa7648bce3209ed3905dc,2022
768,Prevalence and correlates of periodontitis among Kenyan women planning to conceive,10.1186/s12903-022-02243-w,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130991545&doi=10.1186%2fs12903-022-02243-w&partnerID=40&md5=d300026c544cfaaf819e270f2c7db927,2022
769,Maternal and infant risk factors and risk indicators associated with early childhood caries in South Africa: a systematic review,10.1186/s12903-022-02218-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130230700&doi=10.1186%2fs12903-022-02218-x&partnerID=40&md5=7c63e3a18de1f644b8af7799bfe415ad,2022
770,"Dental caries according to CAST among Zambian adolescents; pattern, socio-demographic and behavioral correlates",10.1186/s12903-022-02217-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130054714&doi=10.1186%2fs12903-022-02217-y&partnerID=40&md5=ced20a647d64338c42c0818b15e3f48d,2022
771,Child saliva microbiota and caries: a randomized controlled maternal education trial in rural Uganda,10.1038/s41598-022-11979-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130016322&doi=10.1038%2fs41598-022-11979-y&partnerID=40&md5=923e205c7513fb4507d9d3112ab9787a,2022
772,"Oral health knowledge and oral hygiene practice among visually impaired subjects in Addis Ababa, Ethiopia",10.1186/s12903-022-02199-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129731877&doi=10.1186%2fs12903-022-02199-x&partnerID=40&md5=81f37b4be40d08348a93c0d9fafdb15c,2022
773,"Oral health status of nursing staff in Ilembula, Wanging’ombe District, Njombe region, Tanzania: a cross-sectional study",10.1186/s12903-022-02064-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85129509873&doi=10.1186%2fs12903-022-02064-x&partnerID=40&md5=a1eeefddf7b5687e63f72c308f677098,2022
774,"The characteristics and perioperative outcomes of children with orofacial clefts managed at an academic hospital in Johannesburg, South Africa",10.1186/s12887-022-03267-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128346036&doi=10.1186%2fs12887-022-03267-5&partnerID=40&md5=d0c7ea261d07bbcb9df64af26787025d,2022
775,Oral hygiene practices and their sociodemographic correlates among adults in Burkina Faso: results from the First National Survey,10.1186/s12903-022-02118-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126839209&doi=10.1186%2fs12903-022-02118-0&partnerID=40&md5=7d9a74e4cea19dd4780037a7484fa9e2,2022
776,"Assessment of oral health status in a Ghanaian population: rationale, methods, and population characteristics",10.1186/s12903-022-02090-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126414724&doi=10.1186%2fs12903-022-02090-9&partnerID=40&md5=139072e605d13913f1c32b2bbc76ad06,2022
777,Prevalence of early childhood caries in South Africa: a systematic review,10.1186/s12903-021-01982-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124315324&doi=10.1186%2fs12903-021-01982-6&partnerID=40&md5=c92b0745661772d7eaca4732dedc89fd,2022
778,"Oral hygiene status, malocclusion and dental trauma among institutionalized visually impaired and sighted adolescents in Lagos State, Nigeria",10.1111/scd.12716,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127561336&doi=10.1111%2fscd.12716&partnerID=40&md5=eb113ace0c48b1a2a29c4cbcc599c906,2022
779,"Knowledge, attitudes, and practices related to COVID-19 among patients attending public dental clinics in Tanzania: A cross-sectional study",10.1371/journal.pone.0276620,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140865164&doi=10.1371%2fjournal.pone.0276620&partnerID=40&md5=e0fb3bea7f4f24a1d513a89e465908a6,2022
780,Long-Term Effects of a Randomized Maternal Education Trial in Rural Uganda: Implications for Child Oral Health,10.4269/ajtmh.22-0248,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140144353&doi=10.4269%2fajtmh.22-0248&partnerID=40&md5=8b16ecf3e5abc484fb8cfe9e012f8400,2022
781,The effect of antiretroviral therapy initiation on vitamin D levels and four oral diseases among Kenyan children and adolescents living with HIV,10.1371/journal.pone.0275663,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139880587&doi=10.1371%2fjournal.pone.0275663&partnerID=40&md5=f4f3272232192f42416728de3abc0a10,2022
782,Evaluation of Oral Hygiene-Related Mobile Apps for Children in Sub-Saharan Africa,10.3390/ijerph191912565,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139865221&doi=10.3390%2fijerph191912565&partnerID=40&md5=8ea96f049a9c4101f9c26681c25e3b25,2022
783,Patient treatment cost of oral diseases in Ghana,10.4314/gmj.v56i3.7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141604884&doi=10.4314%2fgmj.v56i3.7&partnerID=40&md5=95be6a972b2e1cc130650911443eb3df,2022
784,Recurrent tumours of ameloblastoma: Clinicopathologic features and diagnostic outcome,10.4103/njcp.njcp-82-22,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138481295&doi=10.4103%2fnjcp.njcp-82-22&partnerID=40&md5=ff47935def8ba8617c791645fb3b93ff,2022
785,"Differences in Oral Lesions Associated with Tobacco Smoking, E-Cigarette Use and COVID-19 Infection among Adolescents and Young People in Nigeria",10.3390/ijerph191710509,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137562124&doi=10.3390%2fijerph191710509&partnerID=40&md5=0e4b430e064209b79d9e94b3099b12cb,2022
786,"Validation of the Italian, European, North German, Malaysian, and South African black formulas on Cameriere method using panoramic radiographs in Kenyan children",10.1007/s00414-022-02854-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132130046&doi=10.1007%2fs00414-022-02854-6&partnerID=40&md5=c349c0897be45b4f284409e46e4b2db6,2022
787,Treatment costs of mandibular fractures in a Nigerian hospital,10.1007/s10006-021-01000-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114776653&doi=10.1007%2fs10006-021-01000-7&partnerID=40&md5=a0ec5337b2cff6a992cd779b5468341d,2022
788,Associations between dental problems and underweight status among rural women in Burkina Faso: results from the first WHO Stepwise Approach to Surveillance (STEPS) survey,10.1017/S1368980021004080,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117365437&doi=10.1017%2fS1368980021004080&partnerID=40&md5=33df73f7294e2fd2a398219d0478cb3f,2022
789,"Knowledge of oral health during pregnancy and associated factors among pregnant mothers attending antenatal care at South Omo Zone public hospitals, Southern Ethiopia, 2021",10.1371/journal.pone.0273795,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136905759&doi=10.1371%2fjournal.pone.0273795&partnerID=40&md5=0569a346d384f8fb24907d0a29accc5a,2022
790,Disparities in Oral Cancer Stage at Presentation in a High HIV Prevalence Setting In Sub-Saharan Africa,10.1200/GO.21.00439,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136089459&doi=10.1200%2fGO.21.00439&partnerID=40&md5=8e4ef7dd07f61741c88416d4d8e99eaf,2022
791,Evaluation of antibiotic prescribing for ambulatory patients seeking primary dental care services in a public hospital in Ghana: A clinical audit study,10.1093/jacamr/dlac079,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135883223&doi=10.1093%2fjacamr%2fdlac079&partnerID=40&md5=0e86bb3d0369befc79236121bb282400,2022
792,How alcohol and/or tobacco use and raised glycemia are associated with oral hygiene practices among Burkinabè adults: Evidence from the first national non-communicable disease risk factors survey,10.1016/j.pmedr.2022.101854,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133221849&doi=10.1016%2fj.pmedr.2022.101854&partnerID=40&md5=c5c6c97978facfed67491ea500914bb6,2022
793,Impact of severity of malocclusion and self-perceived smile and dental aesthetics on self-esteem among adolescents,10.1016/j.ejwf.2022.05.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131527824&doi=10.1016%2fj.ejwf.2022.05.001&partnerID=40&md5=3996dc7e192f2a7b0055603f8c27bda3,2022
